lat,lon,external_id,title,price,rooms,baths,area,purpose,rent_frequency,location
24.788269707754,46.628354225605,87819756,2 Master Bedroom Apartment in Al Aqiq,105000.0,2,3,121.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Aqiq
24.717178283569,46.673666887577,87821859,Two Bedrooms in Al Olaya - SATEL 107,100000.0,2,2,137.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Wurud
24.68359292135,46.672425425961,87821861,Luxury Unit in Al Mathar - Full Amenities Building,150000.0,3,3,111.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.665251646829,46.743981332065,87826782,SATEL at La Brise – Unfurnished One Bedroom Apartment,60000.0,1,2,4277.0,for-rent,yearly,KSA > Riyadh > Central Riyadh > Al Malaz
24.665251646829,46.743981332065,87826804,SATEL at La Brise – Furnished One Bedroom Apartment,65000.0,1,2,4277.0,for-rent,yearly,KSA > Riyadh > Central Riyadh > Al Malaz
24.683241592089,46.675490653898,87828033,New Studio with Hotel Level Finishing at La Cordia Suite,115000.0,2,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.683241592089,46.675490653898,87828240,New Studio with Hotel Level Finishing at La Cordia Suite,115000.0,2,1,2321.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mathar Al Shamali
24.779504896906,46.633461111592,87837484,Apartment in North Riyadh，Al Aqiq 3 bedrooms 70000 SAR - 87837484,70000.0,3,2,115.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Aqiq
24.710610389278,46.677541070555,87615896,"Apartment for rent in Al Olaya, North Riyadh",215000.0,5,2,165.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710973466126,46.677396231269,87616014,"Apartment for rent in Al Olaya, North Riyadh",110000.0,1,1,85.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.71096034679,46.67719649652,87648736,Apartment for annual rent with three bedrooms - The Residence Al Olaya,170000.0,3,2,1600.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710776295799,46.677448510741,87686629,Master bedroom suite and bedroom with a large double bed,185000.0,2,3,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710791795525,46.677434220865,87686664,A wing of the master bedroom and an office.,165000.0,1,2,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710776126965,46.677409783538,87686697,Master bedroom suite and a bedroom with twin beds,170000.0,2,3,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710787844209,46.677430724597,87686746,"Three-bedroom wings - Premium | One master bedroom, two king-size beds, and one executive desk (View of Al-Ula + Terrace)",238000.0,3,3,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710749539819,46.677438238321,87687173,"Three-Bedroom Suites - Superior | One Master Bedroom, One Queen Bed, and One Twin Bed (View of the Upper)",215000.0,3,3,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710771343727,46.677450855058,87687180,Three master bedrooms suite (Upper view),220000.0,3,4,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.710777798522,46.67741355109,87687182,Two main bedroom suites - Premium,200000.0,2,2,3520.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
