trip_id,lat,lon,pickup_time,dropoff_time,distance_km,duration_sec,cost,car_model,car_cat,gender,gps_points,max_speed,avg_speed
1194554,,,2016-01-28 22:46:06,2016-01-28 23:14:55,30.88,0,,Taures,,N/A,363,157.0,60.1
1194549,,,2016-01-28 22:10:31,2016-01-28 22:30:37,18.05,0,,Taurus,,male,221,110.5,53.1
1194545,,,2016-01-28 22:00:33,2016-01-28 22:14:36,8.4,0,,Prado,,N/A,148,74.1,35.7
1194540,,,2016-01-28 21:43:52,2016-01-28 22:19:55,26.38,0,,TAHOE,,female,431,150.0,43.9
1194841,,,2016-01-29 15:19:21,2016-01-29 15:51:54,21.56,0,,Innova,,female,390,157.8,28.2
1194891,,,2016-01-29 16:13:44,2016-01-29 16:34:15,11.63,0,,Innova,,female,197,116.5,33.0
1194821,,,2016-01-29 14:35:27,2016-01-29 14:51:45,16.24,0,,Elentra,,female,180,105.4,45.3
1194892,,,2016-01-29 16:47:09,2016-01-29 17:32:43,39.94,0,,Lexus ES,,female,491,89.5,18.5
1194954,,,2016-01-29 18:29:14,2016-01-29 19:27:29,37.34,0,,Tuscan,,female,574,155.9,23.4
1194541,,,2016-01-28 21:37:26,2016-01-28 22:15:05,21.01,0,,Taures,,female,432,97.7,33.3
1194885,,,2016-01-29 16:09:07,2016-01-29 16:24:41,7.51,0,,Sportage (KIA),,female,167,90.7,28.6
1194876,,,2016-01-29 16:28:26,2016-01-29 16:42:42,12.84,0,,Accrode,,female,154,88.4,39.4
1194738,,,2016-01-29 11:56:26,2016-01-29 12:05:23,0.0,0,,Innova,,male,106,121.2,2.2
1194677,,,2016-01-29 07:56:51,2016-01-29 08:29:58,26.18,0,,Taurus,,female,396,141.7,47.1
