name,lat,lon,address,category,types,rating
مؤسسة رونق الشمس لمستلزمات الصوالين والحلاقة,24.6324069,46.7138344,"3200-3156 الامام تركي بن عبدالله بن محمد، الديرة، الرياض 12634, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",1
خياط,24.6319594,46.7142941,"مركز سويقة التجاري, Al Imam Turki Ibn Abd Allah Ibn Muhammad, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",
Maraz athralkhozam شارع الظهيرة لبيع الستاير,24.6334169,46.7113362,"Adh Dhahirah, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.1
ألوان العبير للعطور والتجميل,24.6316713,46.71445180000001,"3265 Al Imam Turki Ibn Abd Allah Ibn Muhammad, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.8
مؤسسة طاد للتحف والهدايا,24.63075869999999,46.7131598,"Al Imam Turki Ibn Abd Allah Ibn Muhammad, JPJ7+778, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",
اندر السبح (للخواتم والسبح),24.6307233,46.7125075,"JPJ7+72J, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
مؤسسة نخبة المبيعات,24.63106490000001,46.71403119999999,3212 شارع الثميري، 6914، الديرة، الرياض 12634،,Shopping Malls,"shopping_mall,point_of_interest,establishment",4.8
مركز سويقة التجاري البوابة 1,24.6322141,46.71487750000001,"7050 Al Imam Turki Ibn Abd Allah Ibn Muhammad, 3305, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
الشيبان للإكسسوارات والعصي,24.6305348,46.71328930000001,"6859 Al Thumairi Street, 3151, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.6
Clock Tower Souk,24.6306187,46.7138228,"3201-3355 Al Thumairi Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
Derah Market,24.6306179,46.71382120000001,"3201 Al Thumairi Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
مؤسسة لمسة العيد للسبح وصيانة السبح,24.6303485,46.71303469999999,"Al Thumairi Street, الديره, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3
Najd Village,24.6976883,46.66923329999999,"شارع التخصصي،, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.9
McDonald's,24.683756,46.652378,Riyadh,Restaurants,"restaurant,food,point_of_interest,establishment",4
Herfy,24.6755556,46.675,"Makkah Al Mukarramah Branch Road, MMGG+62C, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.7
KFC,24.67828310000001,46.65571089999999,"شارع أم الحمام, Om, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4
Subway,24.680682,46.66622,"St, 3832 الامير سلطان بن عبدالعزيز, Tamimi Branch, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4
Doe Sandwich Shop,24.68146399999999,46.6671586,"2448 Prince Sultan Ibn Abdulaziz, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
Shuneez,24.68155350000001,46.66754410000001,"2448 Prince Sultan Bin Abdulaziz Road, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
Piatto Restaurant,24.6912897,46.6695474,"Panorama mall Gate 2, Al Takhassousi, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.3
Casapasta | كازاباستا,24.6920807,46.66899309999999,"Prince Muhammad Ibn Abdulaziz Rd, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
Canton | كانتون,24.69142519999999,46.6698595,"3565 Al Takhassousi, 6526, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.8
Charleys Cheesesteaks,24.6927655,46.6687977,"Al Takhassousi, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3
Popeyes Louisiana Kitchen,24.6920461,46.66984310000001,"Panorama Mall, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
McDonald's,24.692004,46.67022600000001,"Panoram Mall, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.1
McDonald's,24.674518,46.668066,"Turki Square, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
Raising Cane's,24.6892661,46.6739348,"Bustan Centre, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.5
Tim Hortons,24.6955157,46.6703825,"Al Takhassousi, Riyadh",Restaurants,"cafe,bakery,restaurant,store,food,point_of_interest,establishment",4.2
Tutti Cafe,24.69250449999999,46.6734398,"3950 طريق الأمير محمد بن عبدالعزيز، العليا،, 3950 Prince Muhammad Bin Abdulaziz Rd, Riyadh",Restaurants,"cafe,restaurant,store,food,point_of_interest,establishment",4.1
Manoosha | منؤشة,24.675638,46.673423,"3034 Makkah Al Mukarramah Branch Road, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",3.9
Burgerizzr,24.698524,46.669301,"Al Takhassousi, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4
KFC,24.6764546,46.6761413,"شارع التخصصي, Hyper Panda Takhassusi, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4
molten,24.6743844,46.6683883,"Makkah Al Mukarramah Road, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.1
كوكيز آند كريم,24.6891424,46.6740713,"Al Takhassousi, Riyadh",Restaurants,"cafe,bakery,store,point_of_interest,food,establishment",4.2
Dunkin - دانكن,24.676328,46.67561299999999,"Al Takhassousi, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.2
Starbucks,24.6763674,46.676509,"Al Takhassousi, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.1
اروما,24.6866676,46.6806202,"Prince Sultan Bin Abdulaziz Road, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",4.5
Starbucks,24.7023471,46.6506573,"Oruba Square Drive Thru, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.1
Krispy Kreme,24.705125,46.66478059999999,"Beside Euromarche Market, Al Takhassousi, Riyadh",Restaurants,"cafe,bakery,store,point_of_interest,food,establishment",4.3
Dunkin' - دانكن,24.7081879,46.6616337,"القمراء, PM56+7M6, ÇáØÇÈÞ ÇáËÇáË¡, الرياض",Restaurants,"cafe,store,point_of_interest,food,establishment",4.2
Caramel Lobby Lounge,24.700242,46.682188,"Rosh Rayhaan by Rotana, Olaya Street, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.4
Dxn Destiputor,24.7107301,46.6624468,"Al Takhassousi, PM66+7XW, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",3.7
MMP6+JWW أم الحمام الشرقي، الرياض,24.686996,46.65981060000001,"MMP5+QWV, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",
كافيه 42,24.6828089,46.6636146,"ا, Yazid Ibn Abdullah, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",1
1454,24.6879269,46.6646828,"3543 شارع التحلية, المعذر الشمالي7302 , الرياض 13515, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.5
Groovy,24.6879587,46.66475029999999,"MMQ7+5WJ, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",5
شاي وچباتي الندى,24.6824644,46.6659674,"5656 Prince Turki Bin Abdulaziz Al Awal Road, حي, 6892, Riyadh",Restaurants,"cafe,store,point_of_interest,food,establishment",4.3
Archi | ارتشي,24.688206,46.6653789,"7462 حي, RGMA2195، 2195 طريق الامير محمد بن عبدالعزيز, الرياض",Restaurants,"cafe,point_of_interest,food,establishment",4.1
Arabica Coffee,24.6844977,46.6522549,"Umm Al Hamam Street, MMM2+QWR, Riyadh",Restaurants,"cafe,point_of_interest,food,establishment",4
Jahid,24.678046,46.657932,"6392 برهان الدين الداراني, RGUA4874، 4874, الرياض",Restaurants,"cafe,store,point_of_interest,food,establishment",
Dr. Sulaiman Al Habib Olaya Medical Complex,24.704154,46.677113,"King Fahd Road, Riyadh",Pharmacies,"hospital,pharmacy,doctor,health,point_of_interest,store,establishment",4.6
Jarir Bookstore,24.7018094,46.6806913,"Olaya Street, Riyadh",Electronics,"electronics_store,book_store,home_goods_store,point_of_interest,store,establishment",4.3
Whites,24.6758125,46.67631249999999,"MMGG+8G, Riyadh",Pharmacies,"pharmacy,health,point_of_interest,store,establishment",4.3
Al Sannat For Luggage - Magellan,24.6919785,46.6685653,"الأمير محمد بن عبدالعزيز المعذر الشمالي - بانوراما مول بجانب بوابة رقم 4, Riyadh",Other Stores,"point_of_interest,store,establishment",4.2
Panda Hyper 10010 | بنده هايبر,24.679878,46.6534522,"Umm Al Hamam Street, دوف بلازا, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.2
عبد الصمد القرشي للعطور والعود والمسك والبخور,24.6796794,46.6536392,"Umm Al Hamam Street, MMH3+VF, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",4.1
الجوهره سويت,24.6852828,46.6682102,"MMP9+478, Riyadh",Restaurants,"food,point_of_interest,store,establishment",4.4
Qasr Alawani,24.6740695,46.66042729999999,"حي, Makkah Al Mukarramah Road, Riyadh",Shopping Malls,"shopping_mall,furniture_store,home_goods_store,point_of_interest,store,establishment",3.7
Villeroy & Boch - Panorama Mall,24.6919177,46.6686355,"Al Takhassousi, Panorama Mall, Riyadh",Other Stores,"home_goods_store,point_of_interest,store,establishment",4.3
Michael Kors - Panorama Mall,24.6918234,46.6690724,"At Takhassusi Al Madhar, Riyadh",Fashion Stores,"shoe_store,clothing_store,point_of_interest,store,establishment",4
Massimo Dutti,24.6927817,46.6681302,"Centro Comercial Panorama, 3323 Athitha, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",3.2
Pandora Panorama Mall,24.6923352,46.6686636,"Al Takhassousi, Riyadh",Other Stores,"jewelry_store,point_of_interest,store,establishment",4.3
Desigual,24.692,46.669,"Panorama Mall, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",3.8
خلطات,24.6917585,46.6695045,"MMR9+PR2, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",4.2
TOUS,24.6923723,46.6691494,"Ground Floor, Panorama Mall, Al Takhassousi, Riyadh",Other Stores,"jewelry_store,point_of_interest,store,establishment",3.9
Anfasic Dokhoon,24.6922651,46.6692996,"Ashiqar, MMR9+WP3, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",4.2
Danube,24.6929773,46.66860989999999,"بانورما مول، شارع التخصصي،،, الرياض",Restaurants,"grocery_or_supermarket,food,point_of_interest,store,establishment",4.3
Sacoor Brothers,24.6921382,46.66964129999999,"12332 Al Takhassousi, Panorama Mall, Ground floor, Unit UG 56/57, Riyadh",Fashion Stores,"clothing_store,point_of_interest,store,establishment",4.3
TUMI - Panorama Mall,24.69248260000001,46.6695279,"Panorama Mall Panorama Mall Gate no. 2Al Mathar ,Tahliya StreetRiyadh, Saudi Arabia saudi arabia",Other Stores,"point_of_interest,store,establishment",4
Dune Panorama Mall,24.692123,46.669965,"UG 118, Ground Floor, Takhassusi Street, Al Madhar Ash Shamali",Fashion Stores,"shoe_store,point_of_interest,store,establishment",3.3
Tamimi Markets,24.6743159,46.6683804,"Makkah Al Mukarramah Rd, Riyadh",Restaurants,"supermarket,convenience_store,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
Tamimi Markets,24.6909541,46.681963,"King Fahd Road, Riyadh",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
Meed - ميد,24.6979065,46.6396635,"3021 Al Urubah Branch Road, Riyadh",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.5
اسواق العثيم | Othaim Markets,24.688629,46.643354,"الامير نواف بن عبدالعزيز, تقاطع شارع ام الحمام, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4
إسكان قوات الأمن الخاصة بأم الحمام,24.68453449999999,46.66293140000001,"7165-7211 Yazid Ibn Abdullah, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.3
alkhair foods ksa,24.6881687,46.6510835,"Umm Al Hamam Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3
Nyala Ethiopian Shop,24.6892173,46.65090319999999,"Umm Al Hamam Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
عالم الرجبة للمواد الغذائية,24.6895221,46.6500518,"Prince Nawaf Ibn AbdulAziz, MMQ2+R23, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
تموينات حيالات القصيم,24.6915395,46.650764,Riyadh,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.6
نينجا ام الحمام بواسطة بليغ,24.6892454,46.64897819999999,"Prince Nawaf Ibn AbdulAziz, MJQX+PHC, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",
تموينات ومخابز امواج الصبري,24.6911572,46.6502516,"MMR2+F46, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
Universal Cold Stores Trd Co. Ltd,24.6887865,46.648559,"3901 Prince Nawaf Ibn Abdul Aziz, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
أسواق هرم البركة,24.675643,46.6662247,"5774 Makkah Al Mukarramah Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
أسواق النخبة,24.6887766,46.6484157,MJQX+F9F، أم الحمام الغربي، الرياض 12324،,Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.8
super market,24.6746401,46.6645845,"4177 Makkah Al Mukarramah Branch Road, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.1
اسواق بوابة البيت المركزية,24.67462889999999,46.6646226,"Umm Al Hamam Street, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.4
MiniMart ميني مارت,24.67571190000001,46.66735000000001,"طريق مكة المكرمة, طريق مكة المكرمة الفرعي، أم الحمام الشرقي، الرياض اسم الشارع: طريق الأمير تركي الأول تقاطع, الرياض",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4.7
أسواق المطيري الجبيل للمواد الغذائية,24.6735009,46.6625726,"8666 الطيور، 3959, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",3.9
اسواق جوي مارت,24.6734167,46.66262329999999,"3959 At Tuyur, 8666, Room#112-113, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,store,point_of_interest,food,establishment",4
Centria Mall,24.6977216,46.6836943,"Olaya Street, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
Tafaseel Center,24.6951192,46.66963579999999,"Al Takhassousi, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4
Peoples Ad,24.6996184,46.6807137,"No. 58, MMXJ+R7W, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",5
خطاط وكالة أهل البيت,24.6832244,46.6534391,"MMM3+79P, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.9
Block14,24.6882161,46.66494350000001,"Tahlia Street, Riyadh",Restaurants,"shopping_mall,real_estate_agency,restaurant,point_of_interest,food,establishment",4.2
Dove Plaza,24.6800078,46.6534467,"MMJ3+294, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
Al Khair Markets Center,24.6874611,46.6509768,"Jabal Tarek, MMP2+X9Q, Riyadh",Shopping Malls,"clothing_store,shopping_mall,store,point_of_interest,establishment",3.9
مجمع الدبلوماسي,24.6885589,46.6504369,"4099 ام الحمام, RGUA7554، 7554, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.9
Gate 3,24.6917422,46.6686005,"Al Takhassousi, MMR9+MCX, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
اسواق سحب الشمال للمواد الغذائية,24.6734406,46.6626102,8666 الطيور، ام الحمام الشرقي، الرياض 12721 3959،,Shopping Malls,"shopping_mall,point_of_interest,establishment",5
تركي سكوير - Turki Square,24.6754598,46.6682052,"Makkah Al Mukarramah Branch Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
MIDI,24.6931736,46.6689739,"Al Takhassousi, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.9
رمز الاتصالات,24.6936106,46.6502957,Riyadh,Shopping Malls,"shopping_mall,point_of_interest,establishment",
Gate 4,24.6936024,46.669368,"MMV9+CPX, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
Arcadia Square,24.6743159,46.6683804,"4539 Makkah Al Mukarramah Branch Road, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.3
Tutia Kids Optical / توتيا لبصريات الأطفال,24.6894382,46.672813,"7388 Al Takhassousi, Riyadh",Shopping Malls,"shopping_mall,doctor,store,point_of_interest,health,establishment",5
بانوراما,24.6935333,46.6703213,شارع التخصصي، المعذر الشمالي، الرياض 12332،,Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
Panorama Mall,24.6929404,46.6709629,"6526 AT TAKHASSUSI ROAD ALMATHAR ASH SHAMALI DISTRICT CENTRAL PROVINCE, الرياض",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
سوق الدغيثر,24.69425510000001,46.6493546,"3964-3984 Al Ammar, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.8
Subway,24.669208,46.668681,"Dist, 6848 Al Zahrawi St, الرياض",Restaurants,"restaurant,point_of_interest,food,establishment",3.9
Arepas,24.6762227,46.6768222,"Al Takhassousi, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",4
Domino's Pizza دومينوز بيتزا,24.67601639999999,46.67519000000001,"3198 Makkah Al Mukarramah Branch Road, Riyadh",Restaurants,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",4.1
Multi salad,24.6549375,46.6678125,"MM39+X4P, Riyadh",Restaurants,"restaurant,point_of_interest,food,establishment",3
Dunkin' - دانكن,24.649039,46.652005,"Prince Faisal Ibn Fahd Ibn Abdulaziz, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",3.8
Melat,24.6631163,46.6624066,"7733 Al Jud Street, 3952, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
قهوة جميلة,24.6621815,46.6616613,"Al Barq, MM66+JCR, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",4
قهوة مايا,24.6578285,46.6636214,"MM57+4CQ, الرياض",Restaurants,"cafe,food,point_of_interest,store,establishment",
قهوة حنان العسولة,24.657471,46.665258,"MM47+QW8, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",3
جمبه سيف الحلبي,24.6572015,46.6655586,"MM47+QW8, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
قهوة,24.6569071,46.6648409,"MM47+QW8, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
شارع النيل,24.6570229,46.6637719,"4091 المنصور بن راجح, RIHA6825، 6825, الرياض",Restaurants,"cafe,food,point_of_interest,store,establishment",
cafe um Ekram,24.656795,46.66513920000001,"MM47+QW8, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
قهوه ميري,24.6567785,46.6647221,"MM47+PV9, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
جمبة اولاد أمبده ( ساره ),24.65671790000001,46.6640029,"MM47+MJJ, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",
الكلاكلة,24.65672279999999,46.6638886,"4133 الندي, RIHA6820، 6820, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",4.8
🚬🚬ساره السرور,24.6567735,46.6634861,"4091 المنصور بن راجح, RIHA6825، 6825, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",5
قهوة عديلة,24.6566633,46.6638417,"4133 الندي, RIHA6820، 6820, الرياض",Restaurants,"cafe,food,point_of_interest,store,establishment",5
قهوة صوفيا,24.6563854,46.6640431,"4133 الندي, RIHA6820، 6820, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",4.5
Tu Lee Gore Perfumes,24.6741624,46.6682923,"8762 Makkah Al Mukarramah Branch Road, 4539, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.3
King Faisal Specialist Hospital & Research Center Oncology Pharmacy,24.6718448,46.6766283,"Al Takhassousi, Riyadh",Pharmacies,"pharmacy,store,health,point_of_interest,establishment",4
Baskin Robbins,24.6762502,46.6756926,"3288 Makkah Al Mukarramah Branch Road, Riyadh",Restaurants,"store,point_of_interest,food,establishment",4.3
المصباح للعطور الفاخرة,24.6765387,46.6763511,"3288 ابو حدرية, Riyadh",Fashion Stores,"clothing_store,store,point_of_interest,establishment",4.1
Al Rifai Roastery,24.6764013,46.67736499999999,"Makkah Al Mukarramah Branch Road, Riyadh",Restaurants,"store,point_of_interest,food,establishment",4.3
Farm Superstores,24.6543125,46.6691875,"الجوهرة بنت ابن معمر، الشرفية، الرياض 12724، السعودية MM39+PM الشرفية،, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",3.9
تموينات وفرة المسقي للمواد الغذائية,24.65462630000001,46.66999180000001,"Prince Sattam Ibn Abd Al Aziz, Riyadh",Restaurants,"grocery_or_supermarket,supermarket,food,point_of_interest,store,establishment",4.1
تموينات هدى,24.6546701,46.67057570000001,"شارع الأمير سطام بن عبد العزيز، حي الناصرية, MM3C+PMM, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",5
تموينات خيرات المعذر المركزي,24.6704883,46.66330489999999,"MMC7+688, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4
تموينات ثمارنا,24.6563699,46.672877,"Al Jawharah Bint Ibn Muammar, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",3.5
تموينات الناصرية,24.65698980000001,46.6738319,"حي الشرفية الناصرية بجانب مخبز عيسى, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.3
تموينات وفاء عبدالمحسن علي السبيعي,24.6578996,46.6750802,"شارع الأمير سطام بن عبدالعزيز، حي الناصرية, MM5G+524, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.1
تموينات بيت المعذر,24.6524497,46.6694831,"MM39+2Q5 شارع الأمير سطام بن عبد العزيز، حي الناصرية, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",5
Afaq Al-Barakah Mini Market,24.6726842,46.66362780000001,"8591 Ar Radadi, 4083, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.5
مراسي النيل منتجات سودانية -فرع الناصرية,24.6517265,46.66969080000001,Riyadh,Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.5
تموينات الحارثي,24.6736932,46.66604880000001,"4321 Yazid Ibn Abdullah, 8691, Riyadh",Restaurants,"supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",4.1
Meed - ميد,24.67454979999999,46.66583319999999,"MMF8+V94, Makkah Al Mukaramah Rd, الرياض",Restaurants,"convenience_store,supermarket,grocery_or_supermarket,food,point_of_interest,store,establishment",3.1
سوق المعسكر - المعذر,24.6714451,46.6634049,8568-8508 الطيور، الرياض 12721،,Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
AlMaathar Plaza 2,24.6655498,46.68216520000001,"MM8J+6V7, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.2
SEVEN SQUARE MALL,24.6669453,46.68257740000001,"Al Takhassousi, MM8M+Q2G, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.5
Takhassusi Plaza,24.6661787,46.683052,"Al Takhassousi, MM8M+F6F, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",4.4
Awal Plaza by Dur Hospitality,24.6769901,46.67785199999999,"Al Takhasosi st, RGMA6244, Riyadh",Restaurants,"shopping_mall,supermarket,cafe,grocery_or_supermarket,restaurant,store,food,point_of_interest,establishment",4.3
عدي فضل للعقيق اليماني والأحجار الكريمة Gemstone King,24.6714241,46.6885352,"Abdulmalik Ibn Marwan, Riyadh",Shopping Malls,"shopping_mall,point_of_interest,establishment",3.3
Al Orjouan,24.6653654,46.6310103,"Al Hada Area, طريق مكة المكرمة, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
Acoustic Restaurant & Art Gallery,24.6820822,46.6250852,"RYSA3249، 3249 أمية أبي الصلت، 7591، حي السفارات، الرياض 12512, Riyadh",Restaurants,"restaurant,cafe,food,point_of_interest,establishment",4
Hong,24.6657388,46.6309049,"The Ritz-Carlton, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.3
Azzurro,24.6653527,46.630136,"فندق الريتز-كارلتون, MJ8J+43R، طريق مكة المكرمة، حي, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
سكوب لوب - Scoop Loop خبراء السلاشات الطبيعية,24.6581418,46.62720480000001,"خريص, Riyadh",Restaurants,"cafe,night_club,bar,restaurant,store,food,point_of_interest,establishment",4.9
لقيمات وجباتي ندى,24.658152,46.6268409,"شارع وادي الرشا, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",5
المهرة,24.6589568,46.626584,"7596، الهدا، الرياض 12913 2983، 7596, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.4
الحساء السحري للوجبات,24.6588395,46.6265423,"حي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.8
Harat Garden Outdoor,24.666409,46.6282742,"8357, 3243, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",5
Stella Sky - Lounge,24.66635600000001,46.6267944,"2941 Makkah Al Mukarramah Road, Al Hada, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4.4
Emmy Squared Pizza,24.666732,46.6267289,"MJ8G+JH3, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.2
Jackie Restaurant,24.6665563,46.62643829999999,"2941 Makkah Al Mukarramah Road, Al Hada, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",4.3
café ELLE,24.6669349,46.62675,"2941 طريق مكة المكرمة الفرعي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.5
Les Deux Magots,24.6667731,46.6264881,"2941 طريق مكة المكرمة الفرعي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
Madeo,24.6673915,46.6269713,"2941 طريق مكة المكرمة الفرعي, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.3
Brenejak Riyadh,24.6668066,46.6262642,"Via Riyadh 2941 , Al Hada, 12912 - 8415, الرياض",Restaurants,"restaurant,food,point_of_interest,establishment",3.7
ماربل MARBLE,24.667061,46.62650699999999,"MJ8G+RJC, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.1
Loris Restaurant-Sudds Salon,24.6664186,46.6259123,"Via Riyadh, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",
ferdi,24.667309,46.62673330000001,"2941 Makkah Al Mukarramah Road, Riyadh",Restaurants,"restaurant,food,point_of_interest,establishment",4.6
قهوة وحلا منيرة,24.65950119999999,46.6277525,"3180 Al Orouba, RIHA7607، 7607, Riyadh",Restaurants,"cafe,food,point_of_interest,store,establishment",5
