Name,Subtype,Latitude,Longitude
دوران الخليج كافية,cafe,24.645107,46.703663
Unnamed,restaurant,24.649517,46.706293
Unnamed,restaurant,24.649588,46.706566
Unnamed,restaurant,24.649898,46.706481
Unnamed,restaurant,24.649971,46.709435
Unnamed,bakery,24.650045,46.706441
Unnamed,restaurant,24.6501,46.706426
Unnamed,restaurant,24.651111,46.706176
مطعم روتي,restaurant,24.640335,46.708344
بروستد كوفي,restaurant,24.640151,46.70834
هرفي,restaurant,24.582994,46.686775
Unnamed,cafe,24.768072,46.715281
Unnamed,restaurant,24.767877,46.715528
بياتو,restaurant,24.824253,46.657374
مها,cafe,24.793581,46.627783
Unnamed,cafe,24.644697,46.705909
محمصة الدار,cafe,24.651405,46.706673
Hardee's,restaurant,24.704263,46.665106
دجاج كنتاكي,fast_food,24.704783,46.664561
Krespe Kreme Doughnuts,cafe,24.704809,46.664974
Friday's,restaurant,24.704496,46.664664
مطعم المراسيم,restaurant,24.573505,46.781838
مطعم ديرتي,restaurant,24.573665,46.785292
بيت الشواية,restaurant,24.683857,46.65254
الرومانسية,restaurant,24.599775,46.74862
كودو,restaurant,24.599612,46.745881
برجر كنج,restaurant,24.599227,46.745087
بيتزا وفطائر شامية,restaurant,24.647996,46.706694
فلافل ابو بشار مطعم سوري,restaurant,24.647675,46.706785
مخبز أحلى حكاية,bakery,24.647925,46.70671
فوال و فلافل مصري,restaurant,24.647799,46.706764
B1 burger,restaurant,24.602161,46.646101
واحد فول,restaurant,24.660977,46.701309
مايسترو,restaurant,24.661151,46.701186
صب واي,restaurant,24.661226,46.701098
مطعم بخاري,restaurant,24.802984,46.79335
هرفي,fast_food,24.802509,46.792132
دان كن,cafe,24.802805,46.792944
هرفي,restaurant,24.764416,46.785144
العباسية,restaurant,24.618348,46.727033
Unnamed,cafe,24.689238,46.854347
دومينوز,fast_food,24.654957,46.712033
مطعم الرومانسيه,restaurant,24.574735,46.607744
B1 Burger,fast_food,24.754451,46.719257
كودو,restaurant,24.733094,46.678177
KFC,fast_food,24.73243,46.674046
فخر الكيف للقهوة العربية,cafe,24.564546,46.698146
الوسام,restaurant,24.680788,46.700564
بروستد البيه,restaurant,24.583683,46.687793
بيتزا ان,restaurant,24.58378,46.687974
الشواية,restaurant,24.583475,46.687281
الصاج الذهبي,restaurant,24.644741,46.700631
دجاج كنتاكي,restaurant,24.638187,46.714226
The Pancake House,restaurant,24.707974,46.67517
The Pancake House,restaurant,24.685939,46.62591
Al al Fandi Brosted,restaurant,24.692625,46.650158
كنتاكي,restaurant,24.617833,46.753137
استراحة,cafe,24.415775,46.523403
ماكدونالدز,fast_food,24.691069,46.763829
القرية النجدية,restaurant,24.735182,46.707546
هرفي,restaurant,24.68059,46.734896
ماكدونالدز,fast_food,24.691024,46.763826
Applebee's,restaurant,24.658699,46.783947
Smashburger-Hittin,fast_food,24.753668,46.584326
Subway,fast_food,24.69409,46.732126
Ghazi Fast Food,fast_food,24.676934,46.74353
دانكن دونتس,fast_food,24.689816,46.733156
باسكن روبنز,cafe,24.68962,46.733233
Bombay Hotel,restaurant,24.678433,46.743439
Express Arabic & Persian Restaurant,restaurant,24.678041,46.743559
مطعم اللبنان الكبير,restaurant,24.71024,46.692768
mama noora kfmc,cafe,24.691549,46.701742
Abo al haytham cafe,cafe,24.687475,46.85264
ماكدونالدز,fast_food,24.537492,46.658067
فلفلة,restaurant,24.740305,46.77933
متجر المستهلك,bakery,24.625349,46.553339
لقمه شهيه,restaurant,24.620622,46.545878
مطاعم المشوي والشوايه,restaurant,24.650836,46.560864
مطعم بيتزا روما,restaurant,24.700639,46.69228
Brew Cafe,cafe,24.685657,46.62491
Khana Khazana Hara,restaurant,24.665497,46.709878
peking restaurant,restaurant,24.694611,46.715313
Al-Tazaj,fast_food,24.666131,46.71158
Burger King,fast_food,24.681824,46.694589
مطعم فول وعدس,restaurant,24.709042,46.679547
د.كيف,cafe,24.674651,46.779995
مطعم الشراع,restaurant,24.583563,46.661895
مطعم الرومانسية,restaurant,24.571025,46.667524
مطعم كرم العرب,restaurant,24.613583,46.733686
هرفي,restaurant,24.689291,46.853009
مطعم نثري,restaurant,24.575093,46.675824
Lahori Khabay,restaurant,24.678212,46.707778
Red Cherry Restaurant,restaurant,24.665281,46.710807
حلويات ابو أنس,restaurant,24.711292,46.694479
Unnamed,restaurant,24.74001,46.671731
مطاعم و حلويات النافورة,restaurant,24.65742,46.706019
Pizza Hut,fast_food,24.687062,46.684055
بيتزا هت,fast_food,24.739482,46.759859
بيت سيد احمد الجديد,cafe,24.626857,46.564341
شارع سدير,restaurant,24.573072,46.655093
ماكدونالدز,restaurant,24.753872,46.824356
Alwashm 123,bakery,24.6646,46.731728
توم توم,restaurant,24.710021,46.775261
Riyadh Chinese Restaurant,restaurant,24.711541,46.697097
Unnamed,restaurant,24.647562,46.716443
بيت الشواية,restaurant,24.703799,46.781257
مطاعم التنهات,restaurant,24.574124,46.674455
توم توم,restaurant,24.618324,46.745279
كنافة تايم,cafe,24.761514,46.674079
جست تشل,restaurant,24.761457,46.673962
McDonald's,fast_food,24.753187,46.769574
هرفي,fast_food,24.740316,46.749761
McDonalds (Drive Through),fast_food,24.753859,46.824132
شباب البخاري,restaurant,24.884396,46.611021
کودو,fast_food,24.806479,46.692986
ماکدونلدز,fast_food,24.805674,46.69337
Shikara Restaurant,restaurant,24.712817,46.671141
Pizza Hut,fast_food,24.751535,46.820193
Tea Park for bubble tea,cafe,24.694813,46.702702
Akariya 3 Food Court,restaurant,24.705346,46.683332
La Piazza,restaurant,24.727351,46.665118
Al Bustan,restaurant,24.727351,46.665047
Starbucks,cafe,24.743234,46.655646
Domino Pizza,fast_food,24.961663,46.701626
Unnamed,cafe,24.96156,46.702123
Dunkin Donuts,cafe,24.961365,46.702967
Segafredo,cafe,24.961553,46.702575
Wayne's Coffee,cafe,24.961009,46.702936
Mamma Roti,cafe,24.963247,46.701046
Transit Passenger Lounge,restaurant,24.962199,46.701248
Starbucks,cafe,24.963621,46.701279
Simit Saraji,cafe,24.964102,46.701392
Burger King,fast_food,24.96281,46.700878
Plaza Premium Lounge,restaurant,24.963238,46.700753
Saudia Alfursan Lounge,restaurant,24.961302,46.702051
مقهى بلانو كافيه,cafe,24.737943,46.688901
California Pizza Kitchen,restaurant,24.703971,46.702553
أقوس,restaurant,24.703912,46.702419
برجرايزر١,fast_food,24.814961,46.688816
صب واي,fast_food,24.813967,46.689277
د. كيف,cafe,24.808324,46.691901
برجر فيول,fast_food,24.807131,46.692507
ستاربكس,cafe,24.805636,46.693166
ستاربكس,cafe,24.817872,46.687017
مطعم النافورة,restaurant,24.799031,46.78546
Raising Cane's - Chicken Fingers,restaurant,24.689206,46.673694
Al Nafourah Restaurant,restaurant,24.683321,46.718446
batha hotel,fast_food,24.644429,46.715664
barry,bakery,24.759811,46.656061
BS4,bakery,24.715735,46.800532
Lahore Restaurent,restaurant,24.674384,46.744592
Bharath Restaurant,restaurant,24.674702,46.744478
هرفي,fast_food,24.598052,46.684862
مطعم السبيعي,restaurant,24.598203,46.685459
كنتاكي,fast_food,24.596308,46.682023
هارديز,fast_food,24.596054,46.681584
ماكدونالدز,fast_food,24.595743,46.681126
مطعم تاكسي,fast_food,24.597711,46.684357
مطعم سبايس الهندي,fast_food,24.597659,46.684277
Alwan Shisha Cafe,cafe,24.827133,46.794492
مطعم ديرتي,restaurant,24.588178,46.669134
بيتزا هت,fast_food,24.581642,46.658748
Kampai,restaurant,24.703886,46.702301
كرم بيروت,restaurant,24.703764,46.702022
Unnamed,cafe,24.611391,46.754874
جولت كوفي,cafe,24.724086,46.645457
Bab Al Yemen Restaurant,restaurant,24.691947,46.678701
Mayrig,restaurant,24.694087,46.679102
مطعم فروج الكروان,restaurant,24.693872,46.678536
Zaatar w Zeit,restaurant,24.703212,46.698869
Le Relais de l'Entrecote,restaurant,24.703947,46.702354
Kababji,restaurant,24.703086,46.698611
Porterhouse بورترهاوس,restaurant,24.693973,46.678836
Ya Mal Ash'am,fast_food,24.699881,46.682334
Kiva Han Coffee,cafe,24.777602,46.707529
Java Time,cafe,24.778749,46.711833
Coffee Day,cafe,24.70788,46.674749
Title Cafe,cafe,24.702518,46.648554
Sultana Moroccan Restaurant,restaurant,24.71006,46.6632
